genpv18,genpv30,genpv22,genpv25,genpv14,genpv33
2091.222283760857,0.8479630127565977,492.6113788416308,439.48590924623505,0.7302999042714472,260.9723266606428
1954.4396640388695,0.7383846628652749,407.29128003849104,349.9808906007553,0.8314193487001931,328.78914787376175
1995.2299506106472,0.8411090562060207,362.0702469585579,474.82776799769937,0.8697084323068073,361.8239669168118
2099.4783605501566,0.6431413328132296,303.1066594933242,386.3423178665626,0.7564863191625659,472.98742572495644
2377.665490510455,0.7782281208992491,420.05287770995164,312.15355195065973,0.849224370831597,471.26157040464625
1929.2561424862183,0.6178879031403921,468.1825737557399,396.401025244325,0.727770032203369,405.4955438743981
2237.7808560246094,0.668203459233269,351.4637529743761,497.0927393901913,0.630308888786925,361.28532331431785
1672.5684327404572,0.7930935235915417,382.4144678631237,420.8327636733239,0.8362792051624728,325.3438648793019
2392.5128016242165,0.7900429813256548,334.93134095483015,446.8603318216793,0.5374953326455346,333.60305971396866
1223.3799656070114,0.9027047628903521,456.25077503510227,204.7941469066395,0.9101619223832059,313.0728049129828
2444.578444609781,0.695284452046885,442.32026423377664,428.6852934419685,0.876740677384808,387.15278326194795
1606.1137262456077,0.9243975454923852,416.10418311067235,354.25723575504327,0.7323670885599678,379.90649176777856
2039.4820810567808,0.945911902313814,449.3521069054975,282.66573746052194,0.8239485404150091,486.70056418349725
2227.7062342564013,0.8204164775164098,356.92531454293044,359.259326922602,0.7505858644089274,413.37204976321624
2215.554947652449,0.7710124055499924,440.0910690195857,328.5014338015202,0.5308671880900782,444.1790531807553
1118.9239441837904,0.8451669412856148,462.91279036075065,458.266939575314,0.6658864877961883,430.28665564233205
1791.6053674472637,0.652413197763126,441.78288360151214,467.1253762851932,0.8975047935913254,418.56880117772585
1414.8488358685752,0.7931878941452039,465.0450476051808,432.63351465557355,0.8996059310510947,400.30494345792556
2321.1305607464083,0.8537362873906901,342.72817538689696,307.38274779570554,0.5324805936914968,404.67292263718383
2290.3052812735086,0.9187713482809965,312.0247689405653,461.6543267385575,0.8882083799293278,358.06259991696703
582.471312033776,0.8413508415480087,430.15134153500554,470.25212548429414,0.8213711893566674,335.72271006539603
1664.8703303179375,0.5375907897475353,375.5654997279929,380.44963853751017,0.8451085429975205,368.408980302639
1903.9779584438381,0.854742418856591,332.7210790908868,413.78068290796006,0.7423618949322249,479.5215062409355
2168.5924181040014,0.8783047786725228,336.8828849728748,478.7518058322786,0.6528103603015855,394.61604600822625
2352.859239675823,0.8833175690107733,413.0323986145253,366.6039098195887,0.7411928096334209,475.11032879492814
2190.0435060040786,0.8544228627715676,292.18721709210723,469.7254954404592,0.40707154288984015,387.3969591973221
1938.0177530366461,0.7630360110437038,321.7792301851155,467.1522576399336,0.8768487133135972,397.41669971941127
1733.9810149834084,0.7518550894605617,348.2873408339005,339.854504701027,0.6069397087541835,335.2310557109186
2085.331442946174,0.8304499060116712,460.8845438871859,375.11421728067666,0.8327372603387582,237.0067634151154
1696.6218195925655,0.9014928463670109,427.59417509671437,449.4410890732946,0.8245800544477465,308.7665239021427
2290.4092037851656,0.571675701127286,479.2358935020453,492.40291085867545,0.7794720043440807,351.1665420621847
1947.7859830492075,0.7073424809627578,407.71709404927435,447.77578674205733,0.8199879653868004,459.02187341943534
1987.1706366873077,0.9671601221238997,350.1287307209986,441.77734297456436,0.603676749474815,290.22250743994954
1918.1908809084398,0.48549944932108197,387.21875037450394,301.3429458625371,0.7732141401387997,430.75376853653717
1982.6193197904047,0.39257098343366237,373.77341918733737,346.2971523882155,0.8618475081925003,459.9208453066507
2097.820429717885,0.641471251877208,320.9472086381953,374.8489765478295,0.8266923355594371,487.5831381416089
1448.8035164577086,0.9484634006144208,444.6398707803497,427.7929340867073,0.7198405318195463,422.17004554695296
1674.054367083702,0.9598817804548553,396.0628259734314,471.2544459639189,0.6696177467656261,391.68157699895295
2051.145460429511,0.8525105141970326,404.0537155534019,432.91283804893607,0.9761780101404364,332.94068345979434
1720.992895632362,0.894994705851729,407.9260960976284,412.0818909845476,0.8137087974339796,371.7260906845271
2343.3878695669755,0.939370588610252,454.7465966248142,458.35131504473526,0.6897701909896974,308.9668611968618
1938.0859175835244,0.7900643976689626,355.8316438220402,452.2268205851641,0.7718956039209097,412.52613302120943
2147.992255378235,0.8244073107791354,419.8788086492006,333.058989922632,0.8313168107608553,305.6995613622371
1508.616940424647,0.9024400729446538,344.4186159829654,329.51974064998177,0.5656426761498641,434.1962812064664
1728.230540343721,0.750407301821022,428.2850193870585,394.1670314311612,0.7758932197922319,310.23253168830274
1765.2580126191997,0.7692727670396928,419.19105740690287,397.01075387232464,0.9814053186898701,336.74607093025077
1926.7649913516343,0.7706244476124641,379.33412922484865,324.15250740347057,0.7942392589547573,327.2290927238754
2157.8131555881614,0.8755184878097904,384.84679751462437,362.23257966961444,0.6522331838827476,323.89962034005123
2317.070594798136,0.8772654596465097,390.46519501015507,466.37091641141893,0.9390096511513958,247.39001937854707
2209.251378424532,0.8902761536871129,412.1667917449593,256.1255087710416,0.8033508277324335,332.4510640079186
2206.7474949597877,0.7596821825751663,341.37898317808464,325.280470312178,0.7723710257863183,443.6804318852569
1950.4642277688822,0.4260371453326744,350.990954402487,344.64485679035477,0.8449922634278653,466.51402095398794
1700.6551425196792,0.8762131286472195,337.7332196762284,406.82146342817254,0.6980893133580652,294.6202120839667
2382.9825314817017,0.6735875190839176,412.10336558695377,351.5984527055507,0.7646664823320418,385.2967404656615
1265.5203290654258,0.7824929483762391,433.481799163689,456.90175003408217,0.7662384856519843,421.7547771919488
1507.3480510320585,0.7430077712167703,285.49464241373346,306.57863095312047,0.7065644000831898,457.6529528410479
1646.7174103734478,0.8319976406127497,362.4617378044985,415.9820258528466,0.9050584879085134,418.37768769207656
2315.688632910787,0.954219516137538,432.2957578682318,385.0842439834681,0.7085311653613292,400.2630030353026
1641.2765894119198,0.8789918440881545,390.4835391654373,339.45602531085996,0.9038616756110563,434.60925636551355
1671.9349410402983,0.8243387090510063,365.93099086659436,233.05607896636332,0.5420912131109504,301.19028583787286
1980.1734979755659,0.5181928789998085,428.8769837379345,412.15362665964295,0.9800369444520578,390.5687861014236
1677.047648992415,0.7615018797861108,318.4093797420578,436.8975260868154,0.7883642676253616,405.9264014177985
2053.9832397688992,0.8287641187022018,453.9545307375351,406.10803214043653,0.6666950072331689,370.82870730664786
1859.1087647988577,0.9234175283044738,468.3462950656843,310.3438131203187,0.9063840623139963,470.8338646095136
1052.2509337263173,0.6804379602149777,317.3805637525495,439.5363560435383,0.676232665631047,220.32304437618944
2254.5946503611385,0.684375032917835,450.55150076312043,305.58007044317105,0.7689862026528336,450.6521039761551
1887.1862009859246,0.7851895073195099,422.2622640299053,412.3037613285834,0.6013572142242359,403.37041842343325
1704.779448429793,0.8549699475202213,478.0054698683275,294.6264484444243,0.8113768753105531,436.64190968281144
